id,name,description,address,latitude,longitude,city_id,opening_hours,rating,user_rating,types,phone_number,createdAt,updatedAt
1126,Alas Karet,-,"9W6H+P9R, Sawah, Genengsari, Kec. Polokarto, Kabupaten Sukoharjo, Jawa Tengah 57555, Indonesia",-7.6381265,110.9283794,7,-,4.3,22,tourist_attraction|park|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1127,Masjid Jogokariyan,"Mosque with a vivid turquoise facade & rows of lanterns, plus stained glass in the prayer hall.","Jl. Jogokaryan No.36, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143, Indonesia",-7.824260799999998,110.3644095,5,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.8,17208,mosque|tourist_attraction|place_of_worship|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1128,Bukit Damar,-,"PHXJ+RJ, Area Hutan/Perkebunan, Pasegeran, Pandanarum, Banjarnegara, Central Java, Indonesia",-7.255755699999998,109.585801,28,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1129,Plengkung Gading,"Monumental gateway to a former imperial stronghold, with a lookout & footpath on the wall above.","Jl. Patehan Kidul No.4, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133, Indonesia",-7.813727800000001,110.3629074,5,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.6,2939,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1130,Mosqui Adisara,-,"rt5 rw4, Gandul, Glempang, Kec. Mandiraja, Kab. Banjarnegara, Jawa Tengah 53473, Indonesia",-7.496887600000001,109.4830486,28,-,4.6,25,mosque|tourist_attraction|place_of_worship|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1131,Catra strawberry,-,"Binangun, Wringinanom, Kec. Kertek, Kabupaten Wonosobo, Jawa Tengah, Indonesia",-7.3674712,109.9348623,29,Monday: Closed|Tuesday: 8:00?AM?–?4:00?PM|Wednesday: 8:00?AM?–?4:00?PM|Thursday: 9:00?AM?–?4:00?PM|Friday: Closed|Saturday: 9:00?AM?–?4:00?PM|Sunday: 9:00?AM?–?4:00?PM,4.6,32,tourist_attraction|point_of_interest|establishment,0896-8838-9847,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1132,Pertelon gaduh,-,"Pertelon, 38HV+MH6, Gaduh, Sumbermulyo, Kec. Bambanglipuro, Kabupaten Bantul, Daerah Istimewa Yogyakarta, Indonesia",-7.920835899999998,110.3439016,17,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,3,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1133,Pertigaan Pucang-Jenggawur,-,"Jl. Raya Pucang No.84, Gembirit, Pucang, Kec. Bawang, Kab. Banjarnegara, Jawa Tengah 53471, Indonesia",-7.3980538,109.6588111,28,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.7,31,tourist_attraction|point_of_interest|establishment,(0286) 591491,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1134,Saka Jeep,-,"66G2+R85, Klajuran, Tanjungharjo, Kec. Nanggulan, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55671, Indonesia",-7.7729915,110.2008453,19,Monday: 6:00?AM?–?5:00?PM|Tuesday: 6:00?AM?–?5:00?PM|Wednesday: 6:00?AM?–?5:00?PM|Thursday: 6:00?AM?–?5:00?PM|Friday: 6:00?AM?–?5:00?PM|Saturday: 6:00?AM?–?5:00?PM|Sunday: 6:00?AM?–?5:00?PM,5,1,tourist_attraction|point_of_interest|establishment,0857-7777-7969,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1135,Lapangan Panahan Kober,-,"Gg. Riswan, Kober, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53132, Indonesia",-7.4120802,109.2211732,13,Monday: Closed|Tuesday: 2:00?–?5:00?PM|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: 9:00?AM?–?3:00?PM|Sunday: 9:00?AM?–?3:00?PM,5,9,tourist_attraction|point_of_interest|establishment,0823-1824-5766,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1136,Sendang Seruni,-,"Dusun Sumberwatu, Tamansari, Kec. Licin, Kabupaten Banyuwangi, Jawa Timur, Indonesia",-8.176677,114.2454891,15,Monday: Closed|Tuesday: 8:00?AM?–?5:00?PM|Wednesday: 8:00?AM?–?5:00?PM|Thursday: 8:00?AM?–?5:00?PM|Friday: 8:00?AM?–?5:00?PM|Saturday: 8:00?AM?–?5:00?PM|Sunday: 8:00?AM?–?5:00?PM,4.6,575,tourist_attraction|point_of_interest|establishment,0812-3049-7977,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1137,Taman Wisata Laut Pekalongan,-,"4MRQ+7XQ, Panjang Wetan, Pekalongan Utara, Pekalongan City, Central Java 51141, Indonesia",-6.859286099999999,109.6899844,14,-,4.2,13,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1138,Trotoar surken,-,"9RR2+VRH, Jl. Suryakencana, RT.02/RW.03, Gudang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16123, Indonesia",-6.6078177,106.8021147,8,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,3,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1139,Pantai Mbirit,-,"VFPQ+R8M, Karang Gn., Krambil Sawit, Kec. Saptosari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55871, Indonesia",-8.112917099999999,110.4883064,20,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.4,56,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1140,Bendo Village Meeting Hall,-,"Jl. Imogiri Tim. No.96, Bendo, Imogiri, Kec. Imogiri, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55782, Indonesia",-7.9086793,110.3801272,17,Monday: 8:00?AM?–?9:30?PM|Tuesday: 8:00?AM?–?9:30?PM|Wednesday: 8:00?AM?–?9:30?PM|Thursday: 8:00?AM?–?9:30?PM|Friday: 8:00?AM?–?9:30?PM|Saturday: 8:00?AM?–?9:30?PM|Sunday: 8:00?AM?–?9:30?PM,4.7,18,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1141,Museum Zoologi Frater Vianney,-,"Jl. Mahameru VE 7 Tidar No.10, Doro, Karangwidoro, Kec. Dau, Kota Malang, Jawa Timur 65146, Indonesia",-7.958623899999999,112.5963661,6,Monday: 7:00?AM?–?2:00?PM|Tuesday: 7:00?AM?–?2:00?PM|Wednesday: 7:00?AM?–?2:00?PM|Thursday: 7:00?AM?–?2:00?PM|Friday: 7:00?AM?–?2:00?PM|Saturday: 7:00?AM?–?2:00?PM|Sunday: Closed,4.5,239,tourist_attraction|museum|point_of_interest|establishment,(0341) 558965,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1142,Pemandian Kali Kedung,-,"R7HJ+XCM, Dusun Krajan, Kp. Anyar, Kec. Glagah, Kabupaten Banyuwangi, Jawa Timur 68432, Indonesia",-8.1700365,114.2810445,15,Monday: 8:00?AM?–?5:00?PM|Tuesday: 8:00?AM?–?5:00?PM|Wednesday: 8:00?AM?–?5:00?PM|Thursday: 8:00?AM?–?5:00?PM|Friday: 8:00?AM?–?5:00?PM|Saturday: 8:00?AM?–?5:00?PM|Sunday: 7:00?AM?–?5:00?PM,4.6,68,tourist_attraction|point_of_interest|establishment,0853-3511-6541,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1143,Jagan,-,"9WQH+FW7, Jagan, Lalung, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716, Indonesia",-7.611342999999999,110.9298005,7,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1144,Pemancingan Galatama Lele Chaniago Fishing,-,"QQ28+G84, Jl. Warga, Ulujami, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12320, Indonesia",-6.248747899999998,106.7658207,9,Monday: 1:30?PM?–?12:01?AM|Tuesday: 1:30?PM?–?12:01?AM|Wednesday: 1:30?PM?–?12:01?AM|Thursday: Closed|Friday: 1:30?PM?–?12:01?AM|Saturday: 1:30?PM?–?12:01?AM|Sunday: 1:30?PM?–?12:01?AM,5,1,tourist_attraction|point_of_interest|establishment,0895-2375-6731,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1145,Spot Foto Menoreh Purworejo,-,"729R+H6C Brenggong, Rice Field, Jl. Raya Kaligesing, Dusun X, Cangkrepkidul, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54117, Indonesia",-7.730086300000001,110.0399305,31,-,5,5,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1146,Tanah Milik Tuhan,-,"9R3C+CR9, Sawah, Bulakrejo, Sukoharjo, Sukoharjo Regency, Central Java, Indonesia",-7.6464567,110.82212,7,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1147,EMBUNG TIRTA SIDOWARNO,-,"8QWM+J35, Dusun II, Sidowarno, Kec. Wonosari, Kabupaten Klaten, Jawa Tengah 57473, Indonesia",-7.653476299999998,110.7827415,7,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1148,PUNTHUK EMAS,-,"4MJP+9HP, Kepek, Watusigar, Kec. Ngawen, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55853, Indonesia",-7.869858199999999,110.6864887,20,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1149,Pantai Segolok,-,"Kebanyon, Kasepuhan, Kec. Batang, Kabupaten Batang, Jawa Tengah 51214, Indonesia",-6.873625499999998,109.7298796,14,Monday: 6:00?AM?–?5:30?PM|Tuesday: 6:00?AM?–?5:30?PM|Wednesday: 6:00?AM?–?5:30?PM|Thursday: 6:00?AM?–?5:30?PM|Friday: 6:00?AM?–?5:30?PM|Saturday: 6:00?AM?–?5:30?PM|Sunday: 6:00?AM?–?5:30?PM,4,112,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1150,Wahana Kooceh,-,"M4MX+MR4, Krajan, Sempu, Kec. Sempu, Kabupaten Banyuwangi, Jawa Timur 68468, Indonesia",-8.3158654,114.149584,15,-,4,46,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1151,SAWAH PESANTREN,-,"Unnamed Rd, M3J2+FX2, Karangharjo, Kec. Glenmore, Kabupaten Banyuwangi, Jawa Timur 68466, Indonesia",-8.318864699999997,114.0523761,15,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,3,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1152,Tongkrongan Hommers,-,"8JFX+2MF, Sudagaran, Kedawung, Kec. Pejagoan, Kabupaten Kebumen, Jawa Tengah 54361, Indonesia",-7.6770861,109.6494187,30,-,5,3,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1153,Wisata alam,-,"4MQM+9JC, Kepek, Watusigar, Ngawen, Gunung Kidul Regency, Special Region of Yogyakarta 55853, Indonesia",-7.8615541,110.6840218,20,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1154,Semarang Chinatown,"Street-food stalls for noodles & seafood, plus a weekend night market amid ornate temples.","2CGF+2X4, Kauman, Semarang Tengah, Semarang City, Central Java 50188, Indonesia",-6.974992299999999,110.424954,4,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 6:00?–?10:00?PM|Saturday: 6:00?–?10:00?PM|Sunday: 6:00?–?10:00?PM,4.5,3863,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1155,Desa Pedalaman SB.nanas,-,"V9P3+75, Sumbernanas, Kalipuro, Kec. Kalipuro, Kabupaten Banyuwangi, Jawa Timur 68455, Indonesia",-8.1143194,114.3529605,15,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.7,12,tourist_attraction|point_of_interest|establishment,0857-4693-7773,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1156,Air Terjun Bidadari,-,"6WRV+HJ7, Kalimati, Wonokerto, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57615, Indonesia",-7.758583499999999,110.9440366,32,-,5,2,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1157,KAMPUNG PANCASILA Desa Wonokerto,-,"6WFV+M7V, Timang Kulon, Wonokerto, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57615, Indonesia",-7.775765,110.9431584,32,-,5,2,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1158,Kampung Wakaf Sentul,-,"CW5H+R8, Central Karang, Babakan Madang, Bogor Regency, West Java 16810, Indonesia",-6.5904626,106.9283633,8,-,5,4,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1159,Tombo Ati Adventure,-,"Sekaran, Gunung Pati, Semarang City, Central Java 50229, Indonesia",-7.039146199999999,110.4039107,4,Monday: Closed|Tuesday: 6:30?AM?–?8:30?PM|Wednesday: 6:30?AM?–?8:30?PM|Thursday: 6:30?AM?–?8:30?PM|Friday: 6:30?AM?–?8:30?PM|Saturday: 6:30?AM?–?8:30?PM|Sunday: 6:30?AM?–?8:30?PM,5,2,tourist_attraction|point_of_interest|establishment,0858-7828-8523,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1160,Wisata nyore nggejlik duwur,-,"5FMG+9QF, Kranggan 1, Jogotirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573, Indonesia",-7.816553099999999,110.4769247,5,Monday: 3:00?–?6:00?PM|Tuesday: 3:00?–?6:00?PM|Wednesday: 3:00?–?6:00?PM|Thursday: 3:00?–?6:00?PM|Friday: 3:00?–?6:00?PM|Saturday: 3:00?–?6:00?PM|Sunday: 3:00?–?6:00?PM,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1161,Miki Fish Farm,-,"G9C4+2H3, Dusun Krajan, Wringin Putih, Kec. Muncar, Kabupaten Banyuwangi, Jawa Timur, Indonesia",-8.479979199999997,114.3564263,15,Monday: 8:00?AM?–?9:00?PM|Tuesday: 8:00?AM?–?9:00?PM|Wednesday: 8:00?AM?–?9:00?PM|Thursday: 8:00?AM?–?9:00?PM|Friday: 8:00?AM?–?9:00?PM|Saturday: 8:00?AM?–?9:00?PM|Sunday: 8:00?AM?–?9:00?PM,5,3,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1162,Masjid Baiturrohim,-,"Jl. Perintis Kemerdekaan No.28, Amiranom, Kebonmanis, Kec. Cilacap Utara, Kabupaten Cilacap, Jawa Tengah 53231, Indonesia",-7.693141700000001,109.032915,11,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4,8,mosque|tourist_attraction|place_of_worship|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1163,VJ Tours & Travel,-,"Blok 10 CD No, Jl. Kopo Permai II No.31, Sukamenak, Kec. Margahayu, Kabupaten Bandung, Jawa Barat 40239, Indonesia",-6.9683555,107.5847388,3,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.6,29,tourist_attraction|travel_agency|point_of_interest|establishment,0811-2190-330,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1164,PEMANDIAN AIR PANAS MR JOZZ,-,"Jl. Dieng No.km 3, Central, Kalianget, Kec. Wonosobo, Kabupaten Wonosobo, Jawa Tengah 56311, Indonesia",-7.3310278,109.9115409,29,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5,10,tourist_attraction|point_of_interest|establishment,0822-2326-4544,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1165,Sermo Reservoir Dam,-,"54GF+3FC, Jl. Lkr. Sermo, Sremo Lor, Hargowilis, Kec. Kokap, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55653, Indonesia",-7.824817100000001,110.1236396,19,Monday: 7:00?AM?–?4:00?PM|Tuesday: 7:00?AM?–?4:00?PM|Wednesday: 7:00?AM?–?4:00?PM|Thursday: 7:00?AM?–?4:00?PM|Friday: 7:00?AM?–?4:00?PM|Saturday: 7:00?AM?–?4:00?PM|Sunday: 7:00?AM?–?4:00?PM,4.6,1950,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1166,Tombo Ati Tour,-,"KANTOR PUSAT, Ruko Simpang Willis Center, Jl. Simpang Wilis Indah No.1E, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia",-7.9710245,112.616282,6,Monday: 8:30?AM?–?5:00?PM|Tuesday: 8:30?AM?–?5:00?PM|Wednesday: 8:30?AM?–?5:30?PM|Thursday: 8:30?AM?–?5:00?PM|Friday: 8:30?AM?–?5:00?PM|Saturday: 8:30?AM?–?5:00?PM|Sunday: Closed,4.6,109,tourist_attraction|travel_agency|point_of_interest|establishment,0813-2991-1229,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1167,Prupug,-,"GG6M+PGH, Jalatunda 1, Jalatunda, Kec. Mandiraja, Kab. Banjarnegara, Jawa Tengah 53473, Indonesia",-7.4879204,109.5350583,28,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1168,Gallery Amri Yahya,-,"6923+8G3, Pakuncen, Wirobrajan, Yogyakarta City, Special Region of Yogyakarta 55253, Indonesia",-7.7992289,110.3537936,5,Monday: 9:00?AM?–?4:00?PM|Tuesday: 9:00?AM?–?4:00?PM|Wednesday: 9:00?AM?–?4:00?PM|Thursday: 9:00?AM?–?4:00?PM|Friday: 9:00?AM?–?4:00?PM|Saturday: 9:00?AM?–?4:00?PM|Sunday: 9:00?AM?–?4:00?PM,4.8,28,museum|tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1169,Nara Garden Nusery 2,-,"J6M7+RGC, Rimpis, Sumbersari, Kec. Srono, Kabupaten Banyuwangi, Jawa Timur 68471, Indonesia",-8.3654457,114.2137646,15,-,5,2,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1170,Kuntum Farmfield,"Recreational farm with a chance to feed cows, sheep & more, plus horse rides & plants for sale.","Komplek, Jl. Teras Hijau Residence Jl. Raya Tajur No.291, RT.01/RW.01, Sindangrasa, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16145, Indonesia",-6.641624699999999,106.839718,8,Monday: 8:00?AM?–?6:00?PM|Tuesday: 8:00?AM?–?6:00?PM|Wednesday: 8:00?AM?–?6:00?PM|Thursday: 8:00?AM?–?6:00?PM|Friday: 8:00?AM?–?6:00?PM|Saturday: 8:00?AM?–?6:00?PM|Sunday: 8:00?AM?–?6:00?PM,4.5,4415,tourist_attraction|park|point_of_interest|establishment,(0251) 8244725,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1171,California van Java,-,"Jl. Jend. Ahmad Yani No.135-147, Sidakaya Dua, Sidakaya, Kec. Cilacap Sel., Kabupaten Cilacap, Jawa Tengah 53211, Indonesia",-7.7285262,109.0095103,11,-,4.8,4,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1172,Lapak SULTAN AGUNG,-,"49F8+6JG, Kowen II, Timbulharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta, Indonesia",-7.876934899999999,110.3665817,17,-,4,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1173,Taman Pintar Yogyakarta,Popular children's education center offering a variety of interactive exhibits & scientific games.,"Jl. Panembahan Senopati No.1-3, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122, Indonesia",-7.800671500000001,110.3676551,5,Monday: 8:30?AM?–?4:00?PM|Tuesday: 8:30?AM?–?4:00?PM|Wednesday: 8:30?AM?–?4:00?PM|Thursday: 8:30?AM?–?4:00?PM|Friday: 8:30?AM?–?4:00?PM|Saturday: 8:30?AM?–?4:00?PM|Sunday: 8:30?AM?–?4:00?PM,4.5,7054,tourist_attraction|museum|point_of_interest|establishment,(0274) 583631,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1174,Jalan viral nanggulan,-,"752X+V9R, Pamonosutan, Kembang, Kec. Nanggulan, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55671, Indonesia",-7.7477595,110.1983827,19,Monday: 6:30?AM?–?5:30?AM|Tuesday: 6:30?AM?–?5:30?AM|Wednesday: 6:30?AM?–?5:30?AM|Thursday: 6:30?AM?–?5:30?AM|Friday: 6:30?AM?–?5:30?AM|Saturday: 6:30?AM?–?5:30?AM|Sunday: 6:30?AM?–?5:30?AM,4.8,48,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1175,Take Off Paralayang Kalibaru,-,"MXQW+JC, Terongan, Kebonrejo, Kalibaru, Banyuwangi Regency, East Java, Indonesia",-8.310925,113.996056,15,-,5,6,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1176,GUNUNG SI PUNTHUK,-,"72MW+PF9, Sawah&Ladang, Sidorejo, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah, Indonesia",-7.715717099999999,110.0462486,31,-,5,1,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1177,PANTAI CEMARA JAJAR TEGALKAMULYAN,-,"Jl. Lingkar Selatan, RW.08, Tegalkatilayu, Tegalkamulyan, Kec. Cilacap Sel., Kabupaten Cilacap, Jawa Tengah 53215, Indonesia",-7.7131811,109.0335656,11,Monday: 7:30?AM?–?5:30?PM|Tuesday: 7:30?AM?–?5:30?PM|Wednesday: 7:30?AM?–?5:30?PM|Thursday: 7:30?AM?–?5:30?PM|Friday: 7:30?AM?–?5:00?PM|Saturday: 8:00?AM?–?5:30?PM|Sunday: 7:30?AM?–?5:30?PM,4.7,25,tourist_attraction|point_of_interest|establishment,0812-1781-9465,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1178,Suaka Margasatwa Paliyan,-,"Jl. Raya Panggang Wonosari, Pendem, Karangduwet, Kec. Paliyan, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55871, Indonesia",-8.015980599999997,110.515396,20,Monday: 7:30?AM?–?4:00?PM|Tuesday: 7:30?AM?–?4:00?PM|Wednesday: 7:30?AM?–?4:00?PM|Thursday: 7:30?AM?–?4:00?PM|Friday: 7:30?AM?–?4:30?PM|Saturday: Closed|Sunday: Closed,4.4,210,tourist_attraction|park|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1179,Mayangan Beach,-,"76CG+M8C, Pantai, Pelabuhan, Mayangan, Kec. Mayangan, Kota Probolinggo, Jawa Timur 67218, Indonesia",-7.7283006,113.2257739,12,-,4.3,3,tourist_attraction|point_of_interest|establishment,-,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1180,Pulau Gumuk Cinta,-,"G996+JFF, Dusun Krajan, Wringin Putih, Kec. Muncar, Kabupaten Banyuwangi, Jawa Timur 68472, Indonesia",-8.480944299999999,114.3611863,15,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,3.3,11,tourist_attraction|point_of_interest|establishment,0813-3260-1899,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
1181,Great Temple Of Giri Natha,-,"Jl. Sumbing No.12, Bendungan, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50231, Indonesia",-6.998475900000001,110.4106468,4,-,4.8,1166,hindu_temple|tourist_attraction|place_of_worship|point_of_interest|establishment,(024) 76585330,10/13/2023 9:38:52.000 PM,10/13/2023 9:38:52.000 PM
